case,h,candidate_basis,status,error_message,candidate_kind,fit_scope,feature_family,feature_scope,active_stage_rows,training_sample_count,basis_row_count,compression_row_count,source_consistency_rows,velocity_stage_rows,active_velocity_rows,history_feature_rows,history_feature_rank,history_feature_condition,history_step_count,history_direction_count,history_delta_norm,history_source_transport_used,history_velocity_transport_used,history_combined_transport_used,uses_final_stage_velocity_feature,target_row_count,stage_unknown_count,basis_rank,augmented_rank,independent_target_rank,basis_condition,target_jacobian_norm,oracle_correction_norm,history_projected_correction_norm,history_correction_residual_norm,history_correction_relative_residual,max_history_row_relative_residual,projection_residual_norm,projection_relative_residual,max_row_relative_residual,min_row_relative_residual,value_residual_norm,value_level_balance_ok,meaningful_nonfinal_energy,target_jacobian_used_for_capacity_fit,target_direction_oracle_used_for_formula,endpoint_boundary_source_removed,target_terminal_boundary_row_used,terminal_row_replacement_used,projection_used,accepted_h_sweep_present,full_tfe_stage_replacement,recurrent_history_capacity_spans_target,blocking_gap,next_repair_target,notes
cylindrical_smooth,0.04,universal_recurrent_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_stage_scalar_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,recurrent_source_velocity_bilinear_rows_perp,target-free pairwise bilinear products of recurrent source/velocity curvature rows,"0,1",6,24,8,16,24,16,256,56,4.3793717104596126e+03,2,256,2.4992895739614469e+00,True,True,True,False,8,132,24,28,4,8.6132133764619698e+02,3.7127280938507345e-01,3.6464473007478193e-01,2.5748614041272816e-01,2.5819888974716110e-01,7.0808342600812924e-01,9.9214876647879036e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,5.4095098138021138e-15,7.6071816433064978e-18,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,universal_recurrent_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_stage_scalar_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,active_plus_recurrent_source_velocity_bilinear_rows_perp,active non-final velocity plus bilinear recurrent source/velocity curvature rows,"0,1",6,24,8,16,24,16,272,64,4.3403999237881799e+03,2,272,2.5683587421358509e+00,True,True,True,False,8,132,24,28,4,8.6132133764564719e+02,3.7127280938507345e-01,3.6464473007478193e-01,2.5748614041273188e-01,2.5819888974716110e-01,7.0808342600812924e-01,9.9214876647879036e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,7.9477819224870311e-15,7.6071816433064978e-18,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,case_local_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,case_local_recurrent_history_capacity_oracle_fit,recurrent_source_curvature_rows_perp,two-step recurrent source-row curvature residualized against local source rows,"0,1",1,24,8,16,24,16,16,16,1.4697053538233322e+02,2,16,1.4991555530509570e-01,True,False,False,False,8,132,24,32,8,3.3732744183436753e+03,3.7127280938507345e-01,3.6505364663439654e-01,1.7891577552733776e-01,3.1820325295088070e-01,8.7166161983190160e-01,9.9506635981023650e-01,3.1541671984564640e-01,8.4955513000820182e-01,9.9321228733443656e-01,2.1312743469194720e-01,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,case_local_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,case_local_recurrent_history_capacity_oracle_fit,active_plus_recurrent_source_curvature_rows_perp,active non-final velocity plus recurrent source-row curvature,"0,1",1,24,8,16,24,16,32,32,4.8625612267906990e+03,2,32,6.1032198675428362e-01,True,False,False,False,8,132,24,30,6,3.4175091026817086e+03,3.7127280938507345e-01,3.6505364663439654e-01,1.9909158522521156e-01,3.0598481271720535e-01,8.3819136047050913e-01,9.9401417914964574e-01,3.0598481271720535e-01,8.2415088038361228e-01,9.9216392871188530e-01,1.0038269887434152e-14,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,case_local_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,case_local_recurrent_history_capacity_oracle_fit,recurrent_velocity_curvature_rows_perp,two-step recurrent non-final velocity-row curvature residualized against local source rows,"0,1",1,24,8,16,24,16,16,16,4.6473124126240549e+01,2,16,7.7968051118156995e-03,False,True,False,False,8,132,24,32,8,3.0547248113998926e+08,3.7127280938507345e-01,3.6505364663439654e-01,3.1694660263514335e-02,3.6367514821864205e-01,9.9622384701957223e-01,9.9993885527483861e-01,3.6367513710981186e-01,9.7953614678153955e-01,9.9952738948332442e-01,9.3353568387223484e-01,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,case_local_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,case_local_recurrent_history_capacity_oracle_fit,active_plus_recurrent_velocity_curvature_rows_perp,active non-final velocity plus recurrent velocity-row curvature,"0,1",1,24,8,16,24,16,32,28,4.9330762948206957e+03,2,32,5.9167477888043563e-01,False,True,False,False,8,132,24,32,8,3.0406490854091495e+08,3.7127280938507345e-01,3.6505364663439654e-01,3.3788501545357258e-02,3.6348659134057504e-01,9.9570732874943468e-01,9.9993793423034683e-01,3.6348659134057504e-01,9.7902831059081741e-01,9.9952646882309126e-01,9.3081554829184654e-01,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,case_local_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,case_local_recurrent_history_capacity_oracle_fit,recurrent_source_velocity_bilinear_rows_perp,target-free pairwise bilinear products of recurrent source/velocity curvature rows,"0,1",1,24,8,16,24,16,256,56,4.3793717104596126e+03,2,256,2.4992895739614469e+00,True,True,True,False,8,132,24,28,4,8.6132135806224676e+02,3.7127280938507345e-01,3.6505364663439654e-01,2.5806491093212153e-01,2.5819888974716110e-01,7.0729026302741982e-01,9.9214876647800720e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,8.6612225383615961e-15,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,case_local_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,case_local_recurrent_history_capacity_oracle_fit,active_plus_recurrent_source_velocity_bilinear_rows_perp,active non-final velocity plus bilinear recurrent source/velocity curvature rows,"0,1",1,24,8,16,24,16,272,64,4.3403999237881799e+03,2,272,2.5683587421358509e+00,True,True,True,False,8,132,24,28,4,8.6132135806199142e+02,3.7127280938507345e-01,3.6505364663439654e-01,2.5806491093212214e-01,2.5819888974716110e-01,7.0729026302741982e-01,9.9214876647800720e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,7.8112309272656562e-15,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,universal_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,recurrent_source_curvature_rows_perp,two-step recurrent source-row curvature residualized against local source rows,"0,1",6,24,8,16,24,16,16,16,1.4697053538233322e+02,2,16,1.4991555530509570e-01,True,False,False,False,8,132,24,32,8,3.3951129735578252e+03,3.7127280938507345e-01,3.6499396871481160e-01,1.7709706270303119e-01,3.1915079128861257e-01,8.7440017820672911e-01,9.9506635981051661e-01,3.1727037599708724e-01,8.5454783646174193e-01,9.9320893533228050e-01,3.1002831335498043e-01,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,universal_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,active_plus_recurrent_source_curvature_rows_perp,active non-final velocity plus recurrent source-row curvature,"0,1",6,24,8,16,24,16,32,32,4.8625612267906990e+03,2,32,6.1032198675428362e-01,True,False,False,False,8,132,24,30,6,3.4175091194096585e+03,3.7127280938507345e-01,3.6499396871481160e-01,1.9898213885825458e-01,3.0598481271720535e-01,8.3832840798606967e-01,9.9401417914961909e-01,3.0598481271720535e-01,8.2415088038361228e-01,9.9216392871188530e-01,9.5172147270475348e-15,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,universal_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,recurrent_velocity_curvature_rows_perp,two-step recurrent non-final velocity-row curvature residualized against local source rows,"0,1",6,24,8,16,24,16,16,16,4.6473124126240549e+01,2,16,7.7968051118156995e-03,False,True,False,False,8,132,24,32,8,3.0522663428045911e+08,3.7127280938507345e-01,3.6499396871481160e-01,3.0999738237352133e-02,3.6367514821252844e-01,9.9638673343856365e-01,9.9993885527461701e-01,3.6367508539046800e-01,9.7953600747873426e-01,9.9952738948800857e-01,9.3353487591957163e-01,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,universal_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,active_plus_recurrent_velocity_curvature_rows_perp,active non-final velocity plus recurrent velocity-row curvature,"0,1",6,24,8,16,24,16,32,28,4.9330762948206957e+03,2,32,5.9167477888043563e-01,False,True,False,False,8,132,24,32,8,3.0406495580193210e+08,3.7127280938507345e-01,3.6499396871481160e-01,3.3137518220268863e-02,3.6348659134057504e-01,9.9587013073244957e-01,9.9993793423012511e-01,3.6348659134057504e-01,9.7902831059081741e-01,9.9952646882309137e-01,9.3081554829184654e-01,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
