case,h,candidate_basis,status,error_message,candidate_kind,fit_scope,feature_family,feature_scope,active_stage_rows,training_sample_count,basis_row_count,compression_row_count,source_consistency_rows,velocity_stage_rows,active_velocity_rows,capacity_feature_rows,capacity_feature_rank,capacity_feature_condition,uses_final_stage_velocity_feature,target_row_count,stage_unknown_count,basis_rank,augmented_rank,independent_target_rank,basis_condition,target_jacobian_norm,oracle_correction_norm,capacity_projected_correction_norm,capacity_correction_residual_norm,capacity_correction_relative_residual,max_capacity_row_relative_residual,projection_residual_norm,projection_relative_residual,max_row_relative_residual,min_row_relative_residual,value_residual_norm,value_level_balance_ok,meaningful_nonfinal_energy,target_jacobian_used_for_capacity_fit,target_direction_oracle_used_for_formula,endpoint_boundary_source_removed,target_terminal_boundary_row_used,terminal_row_replacement_used,projection_used,accepted_h_sweep_present,full_tfe_stage_replacement,direction_capacity_spans_target,blocking_gap,next_repair_target,notes
cylindrical_smooth,0.04,universal_direction_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,universal_direction_capacity_nonfinal_stage_scalar_value_fit,all_case_h_direction_capacity_oracle_fit,all_stage_velocity_rows,all_stage_velocity_upper_bound,"0,1",6,24,8,16,24,16,24,24,3.3789623288125625e+00,True,8,132,24,24,0,4.6361478140540747e+01,3.7127280938507345e-01,3.6464473007478193e-01,3.6464473007478188e-01,6.0950773990499455e-16,1.6715111713804165e-15,2.1683926284234907e-15,1.2863444735467193e-15,3.4646880704171361e-15,6.4432550301298368e-15,1.2003754303287933e-15,7.6071816433064978e-18,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,universal_direction_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,universal_direction_capacity_nonfinal_stage_scalar_value_fit,all_case_h_direction_capacity_oracle_fit,source_plus_all_stage_velocity_rows,source_consistency_and_all_stage_velocity_upper_bound,"0,1",6,24,8,16,24,16,40,40,4.6842039537344981e+01,True,8,132,24,24,0,4.6361478140540747e+01,3.7127280938507345e-01,3.6464473007478193e-01,3.6464473007478188e-01,3.6432403742160989e-16,9.9912053396985539e-16,1.4490902970485840e-15,1.2195676255778129e-15,3.2848288233058092e-15,6.2273148317788140e-15,7.7860819132286272e-16,7.6071816433064978e-18,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,case_local_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_component_diagonal_value_fit,case_local_direction_capacity_oracle_fit,row_matched_active_velocity_rows,row_matched_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,16,16,3.3755237726016696e+00,False,8,132,24,32,8,1.3206806260794195e+05,3.7127280938507345e-01,3.6505364663439654e-01,1.8612821997956785e-02,3.6457883616351511e-01,9.9869934056197240e-01,9.9999996490610554e-01,3.6457167106305227e-01,9.8195090469156621e-01,9.9958580208443115e-01,9.4619201295263156e-01,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,case_local_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_component_diagonal_value_fit,case_local_direction_capacity_oracle_fit,all_active_velocity_rows,all_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,16,16,3.3755237726016696e+00,False,8,132,24,32,8,4.3910187638515444e+09,3.7127280938507345e-01,3.6505364663439654e-01,1.8752651622425679e-02,3.6457167056451162e-01,9.9867971166887803e-01,9.9999729191295128e-01,3.6457167056451162e-01,9.8195090334877821e-01,9.9958580208054659e-01,9.4619200564944961e-01,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,case_local_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_component_diagonal_value_fit,case_local_direction_capacity_oracle_fit,closure_plus_all_active_velocity_rows,closure_and_all_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,24,16,3.3571537965239369e+00,False,8,132,24,32,8,4.3910187566740427e+09,3.7127280938507345e-01,3.6505364663439654e-01,1.8752651622425644e-02,3.6457167056451162e-01,9.9867971166887803e-01,9.9999729191295128e-01,3.6457167056451162e-01,9.8195090334877821e-01,9.9958580208054659e-01,9.4619200564944972e-01,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,case_local_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_component_diagonal_value_fit,case_local_direction_capacity_oracle_fit,source_plus_all_active_velocity_rows,source_consistency_and_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,32,32,4.6794886614484028e+01,False,8,132,24,32,8,4.3910187601295586e+09,3.7127280938507345e-01,3.6505364663439654e-01,1.8752651622425676e-02,3.6457167056451162e-01,9.9867971166887803e-01,9.9999729191295128e-01,3.6457167056451162e-01,9.8195090334877821e-01,9.9958580208054670e-01,9.4619200564944972e-01,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,case_local_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,case_local_direction_capacity_nonfinal_component_diagonal_value_fit,case_local_direction_capacity_oracle_fit,all_stage_velocity_rows,all_stage_velocity_upper_bound,"0,1",1,24,8,16,24,16,24,24,3.3789623288125625e+00,True,8,132,24,24,0,4.6361944281832791e+01,3.7127280938507345e-01,3.6505364663439654e-01,3.6505364663439643e-01,5.9462850881017474e-16,1.6288797942229539e-15,2.2489219957211158e-15,1.7491002403426866e-15,4.7110916720232274e-15,8.9763171176797869e-15,1.5669230247161656e-15,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,case_local_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,case_local_direction_capacity_nonfinal_component_diagonal_value_fit,case_local_direction_capacity_oracle_fit,source_plus_all_stage_velocity_rows,source_consistency_and_all_stage_velocity_upper_bound,"0,1",1,24,8,16,24,16,40,40,4.6842039537344981e+01,True,8,132,24,24,0,4.6361944281832784e+01,3.7127280938507345e-01,3.6505364663439654e-01,3.6505364663439660e-01,3.7499822625406934e-16,1.0272414197511971e-15,1.4000448824452924e-15,1.7232965997519514e-15,4.6415911862928747e-15,9.0022991127770165e-15,1.3925803097137728e-15,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,universal_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,universal_direction_capacity_nonfinal_component_diagonal_value_fit,all_case_h_direction_capacity_oracle_fit,row_matched_active_velocity_rows,row_matched_active_nonfinal_velocity,"0,1",6,24,8,16,24,16,16,16,3.3755237726016696e+00,False,8,132,24,32,8,1.3206806263039296e+05,3.7127280938507345e-01,3.6499396871481160e-01,1.7403143964400927e-02,3.6457883616351516e-01,9.9886263175044188e-01,9.9999996490588383e-01,3.6457167106305227e-01,9.8195090469156621e-01,9.9958580208443115e-01,9.4619201295263156e-01,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,universal_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,universal_direction_capacity_nonfinal_component_diagonal_value_fit,all_case_h_direction_capacity_oracle_fit,all_active_velocity_rows,all_active_nonfinal_velocity,"0,1",6,24,8,16,24,16,16,16,3.3755237726016696e+00,False,8,132,24,32,8,4.3910194421465302e+09,3.7127280938507345e-01,3.6499396871481160e-01,1.7552612910621178e-02,3.6457167056451162e-01,9.9884299964794776e-01,9.9999729191272957e-01,3.6457167056451162e-01,9.8195090334877821e-01,9.9958580208054659e-01,9.4619200564944972e-01,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,universal_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,universal_direction_capacity_nonfinal_component_diagonal_value_fit,all_case_h_direction_capacity_oracle_fit,closure_plus_all_active_velocity_rows,closure_and_all_active_nonfinal_velocity,"0,1",6,24,8,16,24,16,24,16,3.3639566122029412e+00,False,8,132,24,32,8,4.3910194477516565e+09,3.7127280938507345e-01,3.6499396871481160e-01,1.7552612910621164e-02,3.6457167056451162e-01,9.9884299964794776e-01,9.9999729191272957e-01,3.6457167056451162e-01,9.8195090334877821e-01,9.9958580208054659e-01,9.4619200564944972e-01,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,universal_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,universal_direction_capacity_nonfinal_component_diagonal_value_fit,all_case_h_direction_capacity_oracle_fit,source_plus_all_active_velocity_rows,source_consistency_and_active_nonfinal_velocity,"0,1",6,24,8,16,24,16,32,32,4.6794886614484028e+01,False,8,132,24,32,8,4.3910194435951757e+09,3.7127280938507345e-01,3.6499396871481160e-01,1.7552612910621174e-02,3.6457167056451162e-01,9.9884299964794776e-01,9.9999729191272957e-01,3.6457167056451162e-01,9.8195090334877821e-01,9.9958580208054670e-01,9.4619200564944972e-01,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,universal_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,universal_direction_capacity_nonfinal_component_diagonal_value_fit,all_case_h_direction_capacity_oracle_fit,all_stage_velocity_rows,all_stage_velocity_upper_bound,"0,1",6,24,8,16,24,16,24,24,3.3789623288125625e+00,True,8,132,24,24,0,4.6364285432856512e+01,3.7127280938507345e-01,3.6499396871481160e-01,3.6499396871481149e-01,5.3055488517552325e-16,1.4535990472491146e-15,2.0049184979929096e-15,9.0958624825852875e-16,2.4499134471092715e-15,3.5053347062049326e-15,1.6272225759215779e-15,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,universal_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,universal_direction_capacity_nonfinal_component_diagonal_value_fit,all_case_h_direction_capacity_oracle_fit,source_plus_all_stage_velocity_rows,source_consistency_and_all_stage_velocity_upper_bound,"0,1",6,24,8,16,24,16,40,40,4.6842039537344981e+01,True,8,132,24,24,0,4.6364285432856526e+01,3.7127280938507345e-01,3.6499396871481160e-01,3.6499396871481166e-01,3.7712862629010123e-16,1.0332461865548552e-15,1.3837168255710208e-15,6.1346296990112365e-16,1.6523239903217839e-15,2.4259469125658005e-15,1.0093200379569396e-15,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.04,case_local_direction_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_full_component_value_fit,case_local_direction_capacity_oracle_fit,row_matched_active_velocity_rows,row_matched_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,16,16,3.3755237726016696e+00,False,8,132,24,32,8,1.3206806379583583e+05,3.7127280938507345e-01,3.6464473007330461e-01,6.9319111262512939e-03,3.6457883616355313e-01,9.9981929285050075e-01,9.9999996490609433e-01,3.6457167106305233e-01,9.8195090469156632e-01,9.9958580208443137e-01,9.4619201295263144e-01,1.8913227921974338e-33,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
