case,h,reference_h,t_final,block,status,error_message,source_dim,lifted_rows,quadrature_weight_l2_norm,source_norm,lifted_probe_norm,expected_lifted_probe_norm,lift_reconstruction_error_norm,lift_norm_ratio,source_observed_order,lifted_probe_observed_order,reconstruction_error_observed_order,h_sweep_present,source_is_endpoint_boundary_only,stage_equations_are_tfe_weighted,non_equivalent_to_gauss6,solved_as_residual,full_tfe_stage_replacement,notes
cylindrical_smooth,0.02,0.005,0.08,lower_pair_index3_weak_constraints,stage_probe_boundary_source_lift_verified_not_full_tfe,,8,24,1.4142135623730950e-01,6.2735834700702391e-14,8.8721868280529951e-15,8.8721868280529967e-15,0.0000000000000000e+00,1.0000000000000002e+00,6.6789912791462269e+00,7.1789912791462305e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_smooth,0.01,0.005,0.08,translational_position_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,1.0000000000000001e-01,2.0156987215905894e-16,2.0156987215905896e-17,2.0156987215905896e-17,0.0000000000000000e+00,1.0000000000000000e+00,6.7775075452015470e+00,7.2775075452015470e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_smooth,0.01,0.005,0.08,rotational_lie_position_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,1.0000000000000001e-01,6.6315583019662129e-16,6.6315583019662126e-17,6.6315583019662126e-17,0.0000000000000000e+00,1.0000000000000000e+00,6.0787764824242458e+00,6.5787764824242441e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_smooth,0.01,0.005,0.08,translational_velocity_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,1.0000000000000001e-01,4.9912597811200585e-15,4.9912597811200581e-16,4.9912597811200590e-16,0.0000000000000000e+00,1.0000000000000000e+00,6.8792067098140599e+00,7.3792067098140706e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_smooth,0.01,0.005,0.08,angular_velocity_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,1.0000000000000001e-01,2.8555887982228038e-15,2.8555887982228039e-16,2.8555887982228039e-16,0.0000000000000000e+00,1.0000000000000000e+00,6.8545908825983100e+00,7.3545908825983171e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_smooth,0.01,0.005,0.08,newton_euler_weak_balance,stage_probe_boundary_source_lift_verified_not_full_tfe,,12,36,1.0000000000000001e-01,1.2872618596325896e-14,1.2872618596325894e-15,1.2872618596325896e-15,0.0000000000000000e+00,1.0000000000000002e+00,6.8844202716479233e+00,7.3844202716479233e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_smooth,0.01,0.005,0.08,lower_pair_index3_weak_constraints,stage_probe_boundary_source_lift_verified_not_full_tfe,,8,24,1.0000000000000001e-01,8.3336944176184350e-16,8.3336944176184345e-17,8.3336944176184357e-17,0.0000000000000000e+00,1.0000000000000000e+00,6.6789912791462269e+00,7.1789912791462305e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.04,0.005,0.08,translational_position_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,2.0000000000000001e-01,2.0987261134988150e-12,4.1974522269976301e-13,4.1974522269976301e-13,0.0000000000000000e+00,1.0000000000000000e+00,5.8181004483590479e+00,6.3181004483590453e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.04,0.005,0.08,rotational_lie_position_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,2.0000000000000001e-01,4.0770540060078537e-13,8.1541080120157065e-14,8.1541080120157078e-14,0.0000000000000000e+00,9.9999999999999989e-01,3.5582462154393748e+00,4.0582462154393673e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.04,0.005,0.08,translational_velocity_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,2.0000000000000001e-01,1.5095603638199183e-10,3.0191207276398363e-11,3.0191207276398369e-11,0.0000000000000000e+00,1.0000000000000000e+00,4.4990415465999813e+00,4.9990415465999813e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.04,0.005,0.08,angular_velocity_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,2.0000000000000001e-01,4.0499699757574996e-11,8.0999399515149981e-12,8.0999399515149998e-12,0.0000000000000000e+00,1.0000000000000000e+00,3.4184339082755275e+00,3.9184339082755280e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.04,0.005,0.08,newton_euler_weak_balance,stage_probe_boundary_source_lift_verified_not_full_tfe,,12,36,2.0000000000000001e-01,3.8717700287821379e-10,7.7435400575642756e-11,7.7435400575642769e-11,0.0000000000000000e+00,9.9999999999999989e-01,4.4849781120410270e+00,4.9849781120410297e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.04,0.005,0.08,lower_pair_index3_weak_constraints,stage_probe_boundary_source_lift_verified_not_full_tfe,,8,24,2.0000000000000001e-01,8.0062695186150196e-12,1.6012539037230039e-12,1.6012539037230039e-12,0.0000000000000000e+00,1.0000000000000000e+00,4.8311877994751757e+00,5.3311877994751766e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.02,0.005,0.08,translational_position_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,1.4142135623730950e-01,3.3939776184033343e-14,4.7998091783367329e-15,4.7998091783367321e-15,0.0000000000000000e+00,1.0000000000000002e+00,5.8181004483590479e+00,6.3181004483590453e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.02,0.005,0.08,rotational_lie_position_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,1.4142135623730950e-01,7.4001038100632010e-14,1.0465327171160196e-14,1.0465327171160192e-14,0.0000000000000000e+00,1.0000000000000002e+00,3.5582462154393748e+00,4.0582462154393673e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.02,0.005,0.08,translational_velocity_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,1.4142135623730950e-01,1.3447190244139341e-11,1.9017198819073027e-12,1.9017198819073027e-12,0.0000000000000000e+00,1.0000000000000002e+00,4.4990415465999813e+00,4.9990415465999813e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.02,0.005,0.08,angular_velocity_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,1.4142135623730950e-01,7.1368787328108527e-12,1.0093070696953216e-12,1.0093070696953216e-12,0.0000000000000000e+00,1.0000000000000000e+00,3.4184339082755275e+00,3.9184339082755280e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.02,0.005,0.08,newton_euler_weak_balance,stage_probe_boundary_source_lift_verified_not_full_tfe,,12,36,1.4142135623730950e-01,3.4504374973574070e-11,4.8796555048835266e-12,4.8796555048835250e-12,0.0000000000000000e+00,1.0000000000000002e+00,4.4849781120410270e+00,4.9849781120410297e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.02,0.005,0.08,lower_pair_index3_weak_constraints,stage_probe_boundary_source_lift_verified_not_full_tfe,,8,24,1.4142135623730950e-01,4.3425569141177977e-13,6.1413028833224459e-14,6.1413028833224446e-14,0.0000000000000000e+00,1.0000000000000002e+00,4.8311877994751757e+00,5.3311877994751766e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.01,0.005,0.08,translational_position_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,1.0000000000000001e-01,6.5934127076962961e-16,6.5934127076962963e-17,6.5934127076962963e-17,0.0000000000000000e+00,1.0000000000000002e+00,5.8181004483590479e+00,6.3181004483590453e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.01,0.005,0.08,rotational_lie_position_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,1.0000000000000001e-01,2.9381149208033332e-15,2.9381149208033326e-16,2.9381149208033336e-16,0.0000000000000000e+00,1.0000000000000002e+00,3.5582462154393748e+00,4.0582462154393673e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.01,0.005,0.08,translational_velocity_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,1.0000000000000001e-01,2.9522801710674034e-13,2.9522801710674033e-14,2.9522801710674033e-14,0.0000000000000000e+00,1.0000000000000002e+00,4.4990415465999813e+00,4.9990415465999813e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.01,0.005,0.08,angular_velocity_weak_defect,stage_probe_boundary_source_lift_verified_not_full_tfe,,6,18,1.0000000000000001e-01,3.5428234811509568e-13,3.5428234811509571e-14,3.5428234811509571e-14,0.0000000000000000e+00,1.0000000000000000e+00,3.4184339082755275e+00,3.9184339082755280e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.01,0.005,0.08,newton_euler_weak_balance,stage_probe_boundary_source_lift_verified_not_full_tfe,,12,36,1.0000000000000001e-01,7.7211798816625672e-13,7.7211798816625664e-14,7.7211798816625677e-14,0.0000000000000000e+00,1.0000000000000000e+00,4.4849781120410270e+00,4.9849781120410297e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
cylindrical_sharp,0.01,0.005,0.08,lower_pair_index3_weak_constraints,stage_probe_boundary_source_lift_verified_not_full_tfe,,8,24,1.0000000000000001e-01,9.8801905661008972e-15,9.8801905661008976e-16,9.8801905661008976e-16,0.0000000000000000e+00,1.0000000000000000e+00,4.8311877994751757e+00,5.3311877994751766e+00,-1.9547064187426254e-13,True,True,True,True,False,False,"This audit reconstructs the evaluated non-equivalent probe from endpoint boundary source blocks lifted into Gauss stages by sqrt(h*b_i). It verifies the algebraic source of the probe while preserving the caveat that the source is still endpoint-boundary heuristic data, not a derived full-TFE weak stage residual."
