case,h,candidate_basis,status,error_message,candidate_kind,fit_scope,training_sample_count,basis_row_count,compression_row_count,source_consistency_rows,velocity_stage_rows,target_row_count,stage_unknown_count,basis_rank,augmented_rank,independent_target_rank,basis_condition,target_jacobian_norm,projection_residual_norm,projection_relative_residual,max_row_relative_residual,min_row_relative_residual,fit_residual_norm,fit_relative_residual,coefficient_rank,coefficient_condition,coefficient_norm,max_abs_coefficient,coefficient_summary,final_stage_selector_distance_norm,final_stage_selector_relative_distance,nonfinal_stage_energy_fraction,stage0_energy_fraction,stage1_energy_fraction,stage2_energy_fraction,degenerates_to_final_stage_selector,basis_value_norm,compressed_value_norm,velocity_basis_value_norm,target_bridge_value_norm,terminal_velocity_norm,residual_norm,min_jacobian_rank,row_span_reproduces_terminal_bridge,velocity_compression_spans_target,endpoint_boundary_source_removed,target_terminal_boundary_row_used,terminal_row_replacement_used,projection_used,accepted_h_sweep_present,full_tfe_stage_replacement,blocking_gap,next_repair_target,notes
cylindrical_smooth,0.01,optimized_component_diagonal,paper_tfe_lower_pair_velocity_compression_fixed_candidate_spans_not_full_tfe,,fixed_component_diagonal_stage_weight,all_case_h_fixed_fit,6,24,8,16,24,8,132,24,24,0,4.6761757232716953e+01,1.8390267947137043e-01,4.2341076390579177e-16,2.3023632125583438e-15,4.9052736261909231e-15,8.4021409795931974e-16,3.7402092565615566e-16,2.0339751057971440e-15,8,1.0000000000000011e+00,2.8284271247461898e+00,1.0000000000000004e+00,2.302746e-17/1.110223e-16/1.000000e+00;1.726968e-19/2.220446e-16/1.000000e+00;-1.464868e-17/0.000000e+00/1.000000e+00;-2.375750e-17/2.220446e-16/1.000000e+00;-3.709234e-17/-3.330669e-16/1.000000e+00;4.811911e-15/-2.220446e-16/1.000000e+00;-1.176083e-16/1.110223e-16/1.000000e+00;2.524472e-17/-2.220446e-16/1.000000e+00,4.9562555881432121e-15,1.7523009678348927e-15,1.7140754655794070e-15,1.7018973573346003e-15,2.0396099332657778e-16,1.0000000000000000e+00,True,4.4603923432267810e-16,1.6433995985750596e-18,6.0393358877373581e-12,1.6433996045342407e-18,3.8369566013953169e-17,7.6160200256132697e-12,132,True,True,True,True,False,False,False,False,"This is a fixed source-free compression of the all-stage lower-pair velocity rows, tested only in the local tangent space; nonlinear trajectory acceptance remains pending.",insert the fixed compression as a nonlinear lower-pair closure row and run the trajectory h-sweep,Velocity rows and target rows are first residualized against the 16 source-consistency rows for coefficient fitting; span is then checked against the original source-consistency plus compressed velocity rows.
cylindrical_smooth,0.01,universal_full_8x24,paper_tfe_lower_pair_velocity_compression_fixed_candidate_spans_not_full_tfe,,fixed_full_component_mixing,all_case_h_fixed_fit,6,24,8,16,24,8,132,24,24,0,4.6761757232716988e+01,1.8390267947137043e-01,2.9079578375019000e-16,1.5812482155566442e-15,2.3634643357501747e-15,1.0946172806309709e-15,2.3599763189169064e-16,1.2833862368868153e-15,8,1.0000000000000018e+00,2.8284271247461903e+00,1.0000000000000007e+00,rank=8;fro=2.828427e+00;max_abs=1.000000e+00,4.3265749198239297e-15,1.5296752325595719e-15,1.1468793295197057e-15,1.0108864962362738e-15,5.4170165977844260e-16,1.0000000000000000e+00,True,4.4603923432269989e-16,1.6433996044653442e-18,6.0393358877373581e-12,1.6433996045342407e-18,3.8369566013953169e-17,7.6160200256132697e-12,132,True,True,True,True,False,False,False,False,"This is a fixed source-free compression of the all-stage lower-pair velocity rows, tested only in the local tangent space; nonlinear trajectory acceptance remains pending.",insert the fixed compression as a nonlinear lower-pair closure row and run the trajectory h-sweep,Velocity rows and target rows are first residualized against the 16 source-consistency rows for coefficient fitting; span is then checked against the original source-consistency plus compressed velocity rows.
cylindrical_sharp,0.04,case_local_full_8x24_oracle,paper_tfe_lower_pair_velocity_compression_case_local_oracle_spans_not_full_tfe,,case_local_full_component_mixing_oracle,case_local_oracle,1,24,8,16,24,8,132,24,24,0,4.7326773809892167e+01,3.7137778489504708e-01,7.0264651692189475e-16,1.8919993211776673e-15,2.8177950617006988e-15,1.2070169154400732e-15,6.0428491146618736e-16,1.6574638252167551e-15,8,1.0000000000000011e+00,2.8284271247461898e+00,1.0000000000000004e+00,rank=8;fro=2.828427e+00;max_abs=1.000000e+00,4.3321357624689668e-15,1.5316412873312803e-15,1.1849976002605588e-15,1.0209121012474002e-15,6.0162928298903559e-16,1.0000000000000000e+00,True,6.7793097057966187e-16,1.1845240080305442e-17,2.6559758644130049e-08,1.1845240094537087e-17,9.1689882164158581e-17,7.2327825647431289e-13,132,True,True,True,True,False,False,False,False,"This is a fixed source-free compression of the all-stage lower-pair velocity rows, tested only in the local tangent space; nonlinear trajectory acceptance remains pending.",derive a nonlinear full component-mixing or value-level source-free velocity compression,Velocity rows and target rows are first residualized against the 16 source-consistency rows for coefficient fitting; span is then checked against the original source-consistency plus compressed velocity rows.
cylindrical_sharp,0.04,optimized_global_stage_scalar,paper_tfe_lower_pair_velocity_compression_fixed_candidate_spans_not_full_tfe,,fixed_scalar_stage_weight,all_case_h_fixed_fit,6,24,8,16,24,8,132,24,24,0,4.7326773809892174e+01,3.7137778489504708e-01,5.1577647148652053e-16,1.3888188590286333e-15,1.7099187508221284e-15,7.9954421332747190e-16,1.2702635205695188e-16,3.4841443065789093e-16,8,1.0000000000000000e+00,2.8284271247461894e+00,9.9999999999999978e-01,"-6.7390112095969846e-18,2.2204460492503131e-16,9.9999999999999978e-01",8.8838292385529135e-16,3.1409079487420439e-16,2.2214684523620033e-16,6.7390112095969861e-18,2.2204460492503136e-16,1.0000000000000000e+00,True,6.7793097059030035e-16,1.1845240689169802e-17,2.6559758644130049e-08,1.1845240094537087e-17,9.1689882164158581e-17,7.2327825647431289e-13,132,True,True,True,True,False,False,False,False,"This is a fixed source-free compression of the all-stage lower-pair velocity rows, tested only in the local tangent space; nonlinear trajectory acceptance remains pending.",insert the fixed compression as a nonlinear lower-pair closure row and run the trajectory h-sweep,Velocity rows and target rows are first residualized against the 16 source-consistency rows for coefficient fitting; span is then checked against the original source-consistency plus compressed velocity rows.
cylindrical_sharp,0.04,optimized_component_diagonal,paper_tfe_lower_pair_velocity_compression_fixed_candidate_spans_not_full_tfe,,fixed_component_diagonal_stage_weight,all_case_h_fixed_fit,6,24,8,16,24,8,132,24,24,0,4.7326773809892124e+01,3.7137778489504708e-01,9.9990138146497099e-16,2.6924103221401554e-15,5.2840545596925694e-15,1.2284919463742115e-15,7.4790161142088817e-16,2.0513831178470574e-15,8,1.0000000000000011e+00,2.8284271247461898e+00,1.0000000000000004e+00,2.302746e-17/1.110223e-16/1.000000e+00;1.726968e-19/2.220446e-16/1.000000e+00;-1.464868e-17/0.000000e+00/1.000000e+00;-2.375750e-17/2.220446e-16/1.000000e+00;-3.709234e-17/-3.330669e-16/1.000000e+00;4.811911e-15/-2.220446e-16/1.000000e+00;-1.176083e-16/1.110223e-16/1.000000e+00;2.524472e-17/-2.220446e-16/1.000000e+00,4.9562555881432121e-15,1.7523009678348927e-15,1.7140754655794070e-15,1.7018973573346003e-15,2.0396099332657778e-16,1.0000000000000000e+00,True,6.7793097057591271e-16,1.1845239865730732e-17,2.6559758644130049e-08,1.1845240094537087e-17,9.1689882164158581e-17,7.2327825647431289e-13,132,True,True,True,True,False,False,False,False,"This is a fixed source-free compression of the all-stage lower-pair velocity rows, tested only in the local tangent space; nonlinear trajectory acceptance remains pending.",insert the fixed compression as a nonlinear lower-pair closure row and run the trajectory h-sweep,Velocity rows and target rows are first residualized against the 16 source-consistency rows for coefficient fitting; span is then checked against the original source-consistency plus compressed velocity rows.
cylindrical_sharp,0.04,universal_full_8x24,paper_tfe_lower_pair_velocity_compression_fixed_candidate_spans_not_full_tfe,,fixed_full_component_mixing,all_case_h_fixed_fit,6,24,8,16,24,8,132,24,24,0,4.7326773809892174e+01,3.7137778489504708e-01,5.5522851924799480e-16,1.4950504360536932e-15,2.1634690401864613e-15,1.1350760135106829e-15,4.6936642921992397e-16,1.2874024527860728e-15,8,1.0000000000000018e+00,2.8284271247461903e+00,1.0000000000000007e+00,rank=8;fro=2.828427e+00;max_abs=1.000000e+00,4.3265749198239297e-15,1.5296752325595719e-15,1.1468793295197057e-15,1.0108864962362738e-15,5.4170165977844260e-16,1.0000000000000000e+00,True,6.7793097051594439e-16,1.1845236433605261e-17,2.6559758644130049e-08,1.1845240094537087e-17,9.1689882164158581e-17,7.2327825647431289e-13,132,True,True,True,True,False,False,False,False,"This is a fixed source-free compression of the all-stage lower-pair velocity rows, tested only in the local tangent space; nonlinear trajectory acceptance remains pending.",insert the fixed compression as a nonlinear lower-pair closure row and run the trajectory h-sweep,Velocity rows and target rows are first residualized against the 16 source-consistency rows for coefficient fitting; span is then checked against the original source-consistency plus compressed velocity rows.
cylindrical_sharp,0.02,case_local_full_8x24_oracle,paper_tfe_lower_pair_velocity_compression_case_local_oracle_spans_not_full_tfe,,case_local_full_component_mixing_oracle,case_local_oracle,1,24,8,16,24,8,132,24,24,0,4.7366561181641771e+01,2.6043562229773637e-01,8.9597815151412873e-16,3.4403056832595067e-15,5.7037543581060835e-15,1.3038985092967968e-15,3.8210842806869461e-16,1.4713372793015022e-15,8,1.0000000000000022e+00,2.8284271247461890e+00,1.0000000000000009e+00,rank=8;fro=2.828427e+00;max_abs=1.000000e+00,4.0245534890705338e-15,1.4228945316848770e-15,6.0645887500662052e-16,3.6469373015666401e-16,4.8455221623547880e-16,1.0000000000000000e+00,True,9.0464718704789132e-16,3.3518054189385421e-18,4.4012530933007930e-10,3.3518054480268797e-18,7.0631019132521786e-17,2.8951397496168292e-12,132,True,True,True,True,False,False,False,False,"This is a fixed source-free compression of the all-stage lower-pair velocity rows, tested only in the local tangent space; nonlinear trajectory acceptance remains pending.",derive a nonlinear full component-mixing or value-level source-free velocity compression,Velocity rows and target rows are first residualized against the 16 source-consistency rows for coefficient fitting; span is then checked against the original source-consistency plus compressed velocity rows.
cylindrical_sharp,0.02,optimized_global_stage_scalar,paper_tfe_lower_pair_velocity_compression_fixed_candidate_spans_not_full_tfe,,fixed_scalar_stage_weight,all_case_h_fixed_fit,6,24,8,16,24,8,132,24,24,0,4.7366561181641792e+01,2.6043562229773637e-01,8.8385305535713054e-16,3.3937487028816977e-15,5.1133226252403647e-15,1.5416861333535760e-15,9.3296232353837480e-17,3.5924416892447575e-16,8,1.0000000000000000e+00,2.8284271247461894e+00,9.9999999999999978e-01,"-6.7390112095969846e-18,2.2204460492503131e-16,9.9999999999999978e-01",8.8838292385529135e-16,3.1409079487420439e-16,2.2214684523620033e-16,6.7390112095969861e-18,2.2204460492503136e-16,1.0000000000000000e+00,True,9.0464718704800058e-16,3.3518054483873179e-18,4.4012530933007930e-10,3.3518054480268797e-18,7.0631019132521786e-17,2.8951397496168292e-12,132,True,True,True,True,False,False,False,False,"This is a fixed source-free compression of the all-stage lower-pair velocity rows, tested only in the local tangent space; nonlinear trajectory acceptance remains pending.",insert the fixed compression as a nonlinear lower-pair closure row and run the trajectory h-sweep,Velocity rows and target rows are first residualized against the 16 source-consistency rows for coefficient fitting; span is then checked against the original source-consistency plus compressed velocity rows.
cylindrical_sharp,0.02,optimized_component_diagonal,paper_tfe_lower_pair_velocity_compression_fixed_candidate_spans_not_full_tfe,,fixed_component_diagonal_stage_weight,all_case_h_fixed_fit,6,24,8,16,24,8,132,24,24,0,4.7366561181641778e+01,2.6043562229773637e-01,8.8339063032127744e-16,3.3919731199880318e-15,5.3921288492161686e-15,1.2221098473035923e-15,5.2857439136427077e-16,2.0353155014904262e-15,8,1.0000000000000011e+00,2.8284271247461898e+00,1.0000000000000004e+00,2.302746e-17/1.110223e-16/1.000000e+00;1.726968e-19/2.220446e-16/1.000000e+00;-1.464868e-17/0.000000e+00/1.000000e+00;-2.375750e-17/2.220446e-16/1.000000e+00;-3.709234e-17/-3.330669e-16/1.000000e+00;4.811911e-15/-2.220446e-16/1.000000e+00;-1.176083e-16/1.110223e-16/1.000000e+00;2.524472e-17/-2.220446e-16/1.000000e+00,4.9562555881432121e-15,1.7523009678348927e-15,1.7140754655794070e-15,1.7018973573346003e-15,2.0396099332657778e-16,1.0000000000000000e+00,True,9.0464718704896832e-16,3.3518057095834869e-18,4.4012530933007930e-10,3.3518054480268797e-18,7.0631019132521786e-17,2.8951397496168292e-12,132,True,True,True,True,False,False,False,False,"This is a fixed source-free compression of the all-stage lower-pair velocity rows, tested only in the local tangent space; nonlinear trajectory acceptance remains pending.",insert the fixed compression as a nonlinear lower-pair closure row and run the trajectory h-sweep,Velocity rows and target rows are first residualized against the 16 source-consistency rows for coefficient fitting; span is then checked against the original source-consistency plus compressed velocity rows.
cylindrical_sharp,0.02,universal_full_8x24,paper_tfe_lower_pair_velocity_compression_fixed_candidate_spans_not_full_tfe,,fixed_full_component_mixing,all_case_h_fixed_fit,6,24,8,16,24,8,132,24,24,0,4.7366561181641771e+01,2.6043562229773637e-01,7.7517181726333354e-16,2.9764431241173997e-15,5.2194415004842115e-15,1.4875155410456343e-15,3.3255250277641626e-16,1.2805184568501400e-15,8,1.0000000000000018e+00,2.8284271247461903e+00,1.0000000000000007e+00,rank=8;fro=2.828427e+00;max_abs=1.000000e+00,4.3265749198239297e-15,1.5296752325595719e-15,1.1468793295197057e-15,1.0108864962362738e-15,5.4170165977844260e-16,1.0000000000000000e+00,True,9.0464718704858986e-16,3.3518056075034795e-18,4.4012530933007930e-10,3.3518054480268797e-18,7.0631019132521786e-17,2.8951397496168292e-12,132,True,True,True,True,False,False,False,False,"This is a fixed source-free compression of the all-stage lower-pair velocity rows, tested only in the local tangent space; nonlinear trajectory acceptance remains pending.",insert the fixed compression as a nonlinear lower-pair closure row and run the trajectory h-sweep,Velocity rows and target rows are first residualized against the 16 source-consistency rows for coefficient fitting; span is then checked against the original source-consistency plus compressed velocity rows.
