case,h,candidate_basis,status,error_message,candidate_kind,fit_scope,feature_family,feature_scope,active_stage_rows,training_sample_count,basis_row_count,compression_row_count,source_consistency_rows,velocity_stage_rows,active_velocity_rows,higher_order_feature_rows,higher_order_feature_rank,higher_order_feature_condition,finite_difference_eps,finite_difference_direction_count,source_row_second_differential_used,source_row_third_differential_used,nonlocal_source_feature_used,all_row_second_differential_used,all_row_third_differential_used,uses_final_stage_velocity_feature,target_row_count,stage_unknown_count,basis_rank,augmented_rank,independent_target_rank,basis_condition,target_jacobian_norm,oracle_correction_norm,higher_order_projected_correction_norm,higher_order_correction_residual_norm,higher_order_correction_relative_residual,max_higher_order_row_relative_residual,projection_residual_norm,projection_relative_residual,max_row_relative_residual,min_row_relative_residual,value_residual_norm,value_level_balance_ok,meaningful_nonfinal_energy,target_jacobian_used_for_capacity_fit,target_direction_oracle_used_for_formula,endpoint_boundary_source_removed,target_terminal_boundary_row_used,terminal_row_replacement_used,projection_used,accepted_h_sweep_present,full_tfe_stage_replacement,higher_order_capacity_spans_target,blocking_gap,next_repair_target,notes
cylindrical_smooth,0.04,universal_higher_order_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_stage_scalar_value_fit,all_case_h_higher_order_capacity_oracle_fit,active_plus_nonlocal_same_case_source_delta_rows_perp,active non-final velocity plus same-case nonlocal source-row deltas,"0,1",6,24,8,16,24,16,48,44,6.1813589096060710e+05,1.0000000000000001e-05,48,False,False,True,False,False,False,8,132,24,30,6,8.7409494299224343e+02,3.7127280938507345e-01,3.6464473007478193e-01,2.5745337643683064e-01,2.5823155913363316e-01,7.0817301838058822e-01,9.9214876691395903e-01,2.5823155913363316e-01,6.9553049026491687e-01,9.9030198873957376e-01,2.4950451028993986e-15,7.6071816433064978e-18,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.04,universal_higher_order_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_stage_scalar_value_fit,all_case_h_higher_order_capacity_oracle_fit,higher_order_plus_nonlocal_source_rows_perp,source-row second/third differentials plus same-case nonlocal source-row deltas,"0,1",6,24,8,16,24,16,544,46,3.4124765016253918e+03,1.0000000000000001e-05,48,True,True,True,False,False,False,8,132,24,28,4,8.6132133764576577e+02,3.7127280938507345e-01,3.6464473007478193e-01,2.5748614041272977e-01,2.5819888974716110e-01,7.0808342600812924e-01,9.9214876647879036e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,3.4854359821807946e-15,7.6071816433064978e-18,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.04,case_local_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_component_diagonal_value_fit,case_local_higher_order_capacity_oracle_fit,third_diff_source_rows_perp_along_active_velocity,source-row third differential along active non-final velocity rows,"0,1",1,24,8,16,24,16,256,46,6.0906529938790365e+05,1.0000000000000001e-05,16,False,True,False,False,False,False,8,132,24,28,4,8.6132135806520296e+02,3.7127280938507345e-01,3.6505364663439654e-01,2.5806491093212319e-01,2.5819888974716110e-01,7.0729026302741982e-01,9.9214876647800720e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,1.9114885930456449e-13,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.04,case_local_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_component_diagonal_value_fit,case_local_higher_order_capacity_oracle_fit,active_plus_third_diff_source_rows_perp,active non-final velocity plus source-row third differential,"0,1",1,24,8,16,24,16,272,54,6.0870591055868950e+05,1.0000000000000001e-05,16,False,True,False,False,False,False,8,132,24,28,4,8.6132135804235975e+02,3.7127280938507345e-01,3.6505364663439654e-01,2.5806491093209932e-01,2.5819888974716110e-01,7.0729026302741982e-01,9.9214876647800720e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,2.3378786810942171e-13,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.04,case_local_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_component_diagonal_value_fit,case_local_higher_order_capacity_oracle_fit,second_plus_third_diff_source_rows_perp_along_active_velocity,source-row second and third differentials along active non-final velocity rows,"0,1",1,24,8,16,24,16,512,46,1.9172867175673669e+04,1.0000000000000001e-05,16,True,True,False,False,False,False,8,132,24,28,4,8.6132135806194117e+02,3.7127280938507345e-01,3.6505364663439654e-01,2.5806491093212247e-01,2.5819888974716110e-01,7.0729026302741982e-01,9.9214876647800720e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,5.0611093714877223e-15,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.04,case_local_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_component_diagonal_value_fit,case_local_higher_order_capacity_oracle_fit,nonlocal_same_case_source_delta_rows_perp,same-case cross-step source-row deltas residualized against local source rows,"0,1",1,24,8,16,24,16,32,32,1.3175562190012651e+05,1.0000000000000001e-05,32,False,False,True,False,False,False,8,132,24,30,6,8.7702861222003025e+02,3.7127280938507345e-01,3.6505364663439654e-01,2.5511438892570593e-01,2.6111456007683015e-01,7.1527722701627461e-01,9.9214876691711029e-01,2.6111456007683015e-01,7.0329567228288370e-01,9.9030198874350073e-01,1.7298169162074946e-12,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.04,case_local_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_component_diagonal_value_fit,case_local_higher_order_capacity_oracle_fit,active_plus_nonlocal_same_case_source_delta_rows_perp,active non-final velocity plus same-case nonlocal source-row deltas,"0,1",1,24,8,16,24,16,48,44,6.1813589096060710e+05,1.0000000000000001e-05,48,False,False,True,False,False,False,8,132,24,30,6,8.7409496385195268e+02,3.7127280938507345e-01,3.6505364663439654e-01,2.5803222044637059e-01,2.5823155913363316e-01,7.0737975504256134e-01,9.9214876691317588e-01,2.5823155913363322e-01,6.9553049026491698e-01,9.9030198873957376e-01,2.4572030006260775e-15,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.04,case_local_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_component_diagonal_value_fit,case_local_higher_order_capacity_oracle_fit,higher_order_plus_nonlocal_source_rows_perp,source-row second/third differentials plus same-case nonlocal source-row deltas,"0,1",1,24,8,16,24,16,544,46,3.4124765016253918e+03,1.0000000000000001e-05,48,True,True,True,False,False,False,8,132,24,28,4,8.6132135806198721e+02,3.7127280938507345e-01,3.6505364663439654e-01,2.5806491093212242e-01,2.5819888974716110e-01,7.0729026302741982e-01,9.9214876647800720e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,2.5716111040982998e-15,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.04,universal_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_component_diagonal_value_fit,all_case_h_higher_order_capacity_oracle_fit,third_diff_source_rows_perp_along_active_velocity,source-row third differential along active non-final velocity rows,"0,1",6,24,8,16,24,16,256,46,6.0906529938790365e+05,1.0000000000000001e-05,16,False,True,False,False,False,False,8,132,24,28,4,8.6132143303159546e+02,3.7127280938507345e-01,3.6499396871481160e-01,2.5798048478811619e-01,2.5819888974716138e-01,7.0740590770941025e-01,9.9214876647798067e-01,2.5819888974716138e-01,6.9544249732375352e-01,9.9030198830521510e-01,1.2365858019425484e-13,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.04,universal_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_component_diagonal_value_fit,all_case_h_higher_order_capacity_oracle_fit,active_plus_third_diff_source_rows_perp,active non-final velocity plus source-row third differential,"0,1",6,24,8,16,24,16,272,54,6.0870591055868950e+05,1.0000000000000001e-05,16,False,True,False,False,False,False,8,132,24,28,4,8.6132143301880967e+02,3.7127280938507345e-01,3.6499396871481160e-01,2.5798048478808117e-01,2.5819888974716110e-01,7.0740590770940948e-01,9.9214876647798067e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,1.7995601275554496e-13,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.04,universal_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_component_diagonal_value_fit,all_case_h_higher_order_capacity_oracle_fit,second_plus_third_diff_source_rows_perp_along_active_velocity,source-row second and third differentials along active non-final velocity rows,"0,1",6,24,8,16,24,16,512,46,1.9172867175673669e+04,1.0000000000000001e-05,16,True,True,False,False,False,False,8,132,24,28,4,8.6132143302218401e+02,3.7127280938507345e-01,3.6499396871481160e-01,2.5798048478813701e-01,2.5819888974716138e-01,7.0740590770941025e-01,9.9214876647798067e-01,2.5819888974716138e-01,6.9544249732375352e-01,9.9030198830521510e-01,7.8643018346098027e-15,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.04,universal_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_component_diagonal_value_fit,all_case_h_higher_order_capacity_oracle_fit,nonlocal_same_case_source_delta_rows_perp,same-case cross-step source-row deltas residualized against local source rows,"0,1",6,24,8,16,24,16,32,32,1.3175562190012651e+05,1.0000000000000001e-05,32,False,False,True,False,False,False,8,132,24,30,6,8.7702868477085485e+02,3.7127280938507345e-01,3.6499396871481160e-01,2.5502898585284262e-01,2.6111456024723345e-01,7.1539417806450267e-01,9.9214876691708365e-01,2.6111456024723345e-01,7.0329567274185423e-01,9.9030198874350073e-01,4.1417526719321577e-12,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.04,universal_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_component_diagonal_value_fit,all_case_h_higher_order_capacity_oracle_fit,active_plus_nonlocal_same_case_source_delta_rows_perp,active non-final velocity plus same-case nonlocal source-row deltas,"0,1",6,24,8,16,24,16,48,44,6.1813589096060710e+05,1.0000000000000001e-05,48,False,False,True,False,False,False,8,132,24,30,6,8.7409503704537008e+02,3.7127280938507345e-01,3.6499396871481160e-01,2.5794778360281084e-01,2.5823155913363316e-01,7.0749541435684005e-01,9.9214876691314935e-01,2.5823155913363316e-01,6.9553049026491687e-01,9.9030198873957376e-01,4.5641954581417178e-15,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
