case,history_mode,h,dictionary_group,coefficient_law,status,error_message,bootstrap_step_count,newton_converged,residual_norm,min_jacobian_rank,raw_terminal_endpoint_velocity_constraint_norm,history_source_norm,source_curvature_norm,candidate_formula_count,selected_formula_count,selected_laws,gain_values,basis_row_count,target_row_count,stage_unknown_count,basis_rank,augmented_rank,independent_target_rank,projection_residual_norm,projection_relative_residual,max_row_relative_residual,min_row_relative_residual,missing_direction_rank,missing_direction_dominant_variable_family,missing_direction_dominant_variable_fraction,missing_direction_stage0_fraction,missing_direction_stage1_fraction,missing_direction_stage2_fraction,coefficient_law_spans_terminal_bridge,coefficient_l1_norm,coefficient_l2_norm,max_abs_coefficient,coefficient_min,coefficient_max,coefficient_law_present,coefficient_law_is_bounded,coefficient_derivative_included,coefficient_law_uses_closure_value_norms,candidate_jacobian_used_for_coefficient,target_jacobian_used_for_formula,target_direction_oracle_used,target_bridge_used_for_scoring_only,accepted_h_sweep_present,full_tfe_stage_replacement,blocking_gap,next_repair_target
cylindrical_smooth,zero_initial,0.04,stage2_translation_velocity_matrix,uniform_average,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,8,8,stage2_translation_velocity_row_broadcast_feature@1e+08;stage2_translation_velocity_row_broadcast_feature@1e+12;stage2_translation_velocity_column_broadcast_feature@1e+08;stage2_translation_velocity_column_broadcast_feature@1e+12;stage2_translation_velocity_symmetric_broadcast_feature@1e+08;stage2_translation_velocity_symmetric_broadcast_feature@1e+12;stage2_translation_velocity_diagonal_plus_row_broadcast_feature@1e+08;stage2_translation_velocity_diagonal_plus_row_broadcast_feature@1e+12,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.35336444191264366,0.9517649366719749,0.9888285374191396,0.920231988294781,8,angular_velocity_w,0.47928058828331277,0.012614007178748141,0.012514831426685054,0.974871161394567,False,1.0,0.3535533905932738,0.125,0.125,0.125,True,True,False,False,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,stage2_translation_velocity_matrix,max_closure_delta_selector,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,8,1,stage2_translation_velocity_diagonal_plus_row_broadcast_feature@1e+12,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.32994612976542387,0.8886891833304057,0.9893943677018563,0.7343558419267748,8,angular_velocity_w,0.5497987142844671,0.02063943310910495,0.0205203657579336,0.9588402011329614,False,1.0,1.0,1.0,0.0,1.0,True,True,False,True,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,stage2_translation_velocity_matrix,min_closure_delta_selector,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,8,1,stage2_translation_velocity_symmetric_broadcast_feature@1e+08,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.36153021702540244,0.9737589392122582,0.9993982691153949,0.9207905652339977,8,translation_velocity_v,0.5100579996130493,5.039323334728266e-10,4.9896846912146e-10,0.9999999989970991,False,1.0,1.0,1.0,0.0,1.0,True,True,False,True,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,stage2_translation_velocity_matrix,closure_delta_norm_weights,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,8,8,stage2_translation_velocity_row_broadcast_feature@1e+08;stage2_translation_velocity_row_broadcast_feature@1e+12;stage2_translation_velocity_column_broadcast_feature@1e+08;stage2_translation_velocity_column_broadcast_feature@1e+12;stage2_translation_velocity_symmetric_broadcast_feature@1e+08;stage2_translation_velocity_symmetric_broadcast_feature@1e+12;stage2_translation_velocity_diagonal_plus_row_broadcast_feature@1e+08;stage2_translation_velocity_diagonal_plus_row_broadcast_feature@1e+12,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.3360947666458222,0.9052501506971732,0.9882630898341256,0.7887351325516809,8,angular_velocity_w,0.5288577175369191,0.019316727752719486,0.019170248964673953,0.9615130232826066,False,1.0,0.5591302723498429,0.3920954009387794,1.667894269321137e-05,0.3920954009387794,True,True,False,True,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,stage2_translation_velocity_matrix,inverse_closure_delta_norm_weights,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,8,8,stage2_translation_velocity_row_broadcast_feature@1e+08;stage2_translation_velocity_row_broadcast_feature@1e+12;stage2_translation_velocity_column_broadcast_feature@1e+08;stage2_translation_velocity_column_broadcast_feature@1e+12;stage2_translation_velocity_symmetric_broadcast_feature@1e+08;stage2_translation_velocity_symmetric_broadcast_feature@1e+12;stage2_translation_velocity_diagonal_plus_row_broadcast_feature@1e+08;stage2_translation_velocity_diagonal_plus_row_broadcast_feature@1e+12,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.361530225774186,0.9737589627765573,0.9993986985559138,0.9207905312615464,8,translation_velocity_v,0.5100580026663633,2.2924470724385953e-09,2.2752595132445154e-09,0.9999999954322935,False,1.0,0.5210121386739506,0.3467401819678981,1.4749623715630458e-05,0.3467401819678981,True,True,False,True,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,stage2_translation_angular_coupled_matrix,uniform_average,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,8,8,stage2_velocity_translation_to_angular_cross_feature@1e+08;stage2_velocity_translation_to_angular_cross_feature@1e+12;stage2_velocity_angular_to_translation_cross_feature@1e+08;stage2_velocity_angular_to_translation_cross_feature@1e+12;stage2_velocity_bidirectional_rowmask_translation_angular_feature@1e+08;stage2_velocity_bidirectional_rowmask_translation_angular_feature@1e+12;stage2_velocity_local_pair_cross_feature@1e+08;stage2_velocity_local_pair_cross_feature@1e+12,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.3563981162995918,0.9599359481499518,0.9938008207758126,0.9041491097837044,8,translation_velocity_v,0.5081839956097529,0.009171553096844469,0.009141546389674984,0.9816869005134805,False,1.0,0.3535533905932738,0.125,0.125,0.125,True,True,False,False,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,stage2_translation_angular_coupled_matrix,max_closure_delta_selector,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,8,1,stage2_velocity_bidirectional_rowmask_translation_angular_feature@1e+12,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.3118474380581856,0.8399414936269701,0.9427928504432875,0.6538634096911782,8,translation_velocity_v,0.4655095908721017,0.037386014402796874,0.03645388252775952,0.9261601030694436,False,1.0,1.0,1.0,0.0,1.0,True,True,False,True,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,stage2_translation_angular_coupled_matrix,min_closure_delta_selector,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,8,1,stage2_velocity_angular_to_translation_cross_feature@1e+08,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.3615302067522013,0.973758911542036,0.9993978485447425,0.9207905985749014,8,translation_velocity_v,0.5100579979215355,1.676382622827695e-30,7.081809529343658e-31,1.0,False,1.0,1.0,1.0,0.0,1.0,True,True,False,True,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,stage2_translation_angular_coupled_matrix,closure_delta_norm_weights,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,8,8,stage2_velocity_translation_to_angular_cross_feature@1e+08;stage2_velocity_translation_to_angular_cross_feature@1e+12;stage2_velocity_angular_to_translation_cross_feature@1e+08;stage2_velocity_angular_to_translation_cross_feature@1e+12;stage2_velocity_bidirectional_rowmask_translation_angular_feature@1e+08;stage2_velocity_bidirectional_rowmask_translation_angular_feature@1e+12;stage2_velocity_local_pair_cross_feature@1e+08;stage2_velocity_local_pair_cross_feature@1e+12,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.32052175326210713,0.8633052169717602,0.9443866285627643,0.7039144023119598,8,translation_velocity_v,0.46996497889953276,0.0393983671128704,0.038641089365260804,0.9219605435218686,False,1.0,0.717749469727632,0.5874165350539262,7.093591478348185e-06,0.5874165350539262,True,True,False,True,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,stage2_translation_angular_coupled_matrix,inverse_closure_delta_norm_weights,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,8,8,stage2_velocity_translation_to_angular_cross_feature@1e+08;stage2_velocity_translation_to_angular_cross_feature@1e+12;stage2_velocity_angular_to_translation_cross_feature@1e+08;stage2_velocity_angular_to_translation_cross_feature@1e+12;stage2_velocity_bidirectional_rowmask_translation_angular_feature@1e+08;stage2_velocity_bidirectional_rowmask_translation_angular_feature@1e+12;stage2_velocity_local_pair_cross_feature@1e+08;stage2_velocity_local_pair_cross_feature@1e+12,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.3615302192071469,0.9737589450886499,0.9993979071182043,0.9207905302806522,8,translation_velocity_v,0.5100579677126478,3.2001083384287625e-11,3.2069992935055996e-11,0.9999999999359289,False,0.9999999999999999,0.4722073895496013,0.23513691724723246,2.839493158422766e-06,0.23513691724723246,True,True,False,True,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,combined_matrix_dictionary,uniform_average,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,24,24,stage2_velocity_column_broadcast_feature@1e+08;stage2_velocity_column_broadcast_feature@1e+12;stage2_velocity_shifted_column_broadcast_feature@1e+08;stage2_velocity_shifted_column_broadcast_feature@1e+12;stage2_velocity_diagonal_plus_row_broadcast_feature@1e+08;stage2_velocity_diagonal_plus_row_broadcast_feature@1e+12;stage2_velocity_symmetric_broadcast_feature@1e+08;stage2_velocity_symmetric_broadcast_feature@1e+12;stage2_translation_velocity_row_broadcast_feature@1e+08;stage2_translation_velocity_row_broadcast_feature@1e+12;stage2_translation_velocity_column_broadcast_feature@1e+08;stage2_translation_velocity_column_broadcast_feature@1e+12;stage2_translation_velocity_symmetric_broadcast_feature@1e+08;stage2_translation_velocity_symmetric_broadcast_feature@1e+12;stage2_translation_velocity_diagonal_plus_row_broadcast_feature@1e+08;stage2_translation_velocity_diagonal_plus_row_broadcast_feature@1e+12;stage2_velocity_translation_to_angular_cross_feature@1e+08;stage2_velocity_translation_to_angular_cross_feature@1e+12;stage2_velocity_angular_to_translation_cross_feature@1e+08;stage2_velocity_angular_to_translation_cross_feature@1e+12;stage2_velocity_bidirectional_rowmask_translation_angular_feature@1e+08;stage2_velocity_bidirectional_rowmask_translation_angular_feature@1e+12;stage2_velocity_local_pair_cross_feature@1e+08;stage2_velocity_local_pair_cross_feature@1e+12,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.35425895476015734,0.9541742508606295,0.9852145451734484,0.907082915714629,8,translation_velocity_v,0.4925565075852263,0.010717424298631938,0.01064382134332104,0.9786387543580469,False,1.0,0.2041241452319315,0.041666666666666664,0.041666666666666664,0.041666666666666664,True,True,False,False,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,combined_matrix_dictionary,max_closure_delta_selector,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,24,1,stage2_velocity_diagonal_plus_row_broadcast_feature@1e+12,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.3227006385469141,0.8691739076750044,0.9515369144693698,0.6821450966388758,8,translation_velocity_v,0.5233718415732629,0.012820249099161603,0.012695219005764494,0.9744845318950738,False,1.0,1.0,1.0,0.0,1.0,True,True,False,True,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,combined_matrix_dictionary,min_closure_delta_selector,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,24,1,stage2_translation_velocity_symmetric_broadcast_feature@1e+08,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.36153021702540244,0.9737589392122582,0.9993982691153949,0.9207905652339977,8,translation_velocity_v,0.5100579996130493,5.039323334728266e-10,4.9896846912146e-10,0.9999999989970991,False,1.0,1.0,1.0,0.0,1.0,True,True,False,True,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
cylindrical_smooth,zero_initial,0.04,combined_matrix_dictionary,closure_delta_norm_weights,paper_tfe_lower_pair_recurrent_stage2_feature_coefficient_law_screen_gap_not_full_tfe,,0,True,6.736947567718541e-13,132,2.3374864007605686e-10,0.0,8.056654275011763e-15,24,24,stage2_velocity_column_broadcast_feature@1e+08;stage2_velocity_column_broadcast_feature@1e+12;stage2_velocity_shifted_column_broadcast_feature@1e+08;stage2_velocity_shifted_column_broadcast_feature@1e+12;stage2_velocity_diagonal_plus_row_broadcast_feature@1e+08;stage2_velocity_diagonal_plus_row_broadcast_feature@1e+12;stage2_velocity_symmetric_broadcast_feature@1e+08;stage2_velocity_symmetric_broadcast_feature@1e+12;stage2_translation_velocity_row_broadcast_feature@1e+08;stage2_translation_velocity_row_broadcast_feature@1e+12;stage2_translation_velocity_column_broadcast_feature@1e+08;stage2_translation_velocity_column_broadcast_feature@1e+12;stage2_translation_velocity_symmetric_broadcast_feature@1e+08;stage2_translation_velocity_symmetric_broadcast_feature@1e+12;stage2_translation_velocity_diagonal_plus_row_broadcast_feature@1e+08;stage2_translation_velocity_diagonal_plus_row_broadcast_feature@1e+12;stage2_velocity_translation_to_angular_cross_feature@1e+08;stage2_velocity_translation_to_angular_cross_feature@1e+12;stage2_velocity_angular_to_translation_cross_feature@1e+08;stage2_velocity_angular_to_translation_cross_feature@1e+12;stage2_velocity_bidirectional_rowmask_translation_angular_feature@1e+08;stage2_velocity_bidirectional_rowmask_translation_angular_feature@1e+12;stage2_velocity_local_pair_cross_feature@1e+08;stage2_velocity_local_pair_cross_feature@1e+12,"1.0e+08,1.0e+12",24,8,132,24,32,8,0.3285264875258705,0.8848654660969683,0.9601066878073573,0.7388870457540878,8,translation_velocity_v,0.5157122600127093,0.018527342852012685,0.01827017484443994,0.9632024823035474,False,1.0,0.44248212414043775,0.32853704442450576,2.138967177749412e-06,0.32853704442450576,True,True,False,True,False,False,False,True,False,False,These frozen target-free coefficient/selection laws do not turn the spanning dictionary into a single local terminal-bridge formula.,derive state-dependent bounded coefficients with derivative terms rather than frozen value-norm selection
