case,h,reference_h,t_final,block,status,error_message,source_dim,lifted_rows,endpoint_source_norm,lifted_endpoint_probe_norm,lift_reconstruction_error_norm,lift_norm_ratio_deviation,source_observed_order,lifted_probe_observed_order,proposed_stage_local_source,stage_local_formula_status,derived_weak_row_present,endpoint_boundary_source_removed,stage_local_replacement_required,priority_rank,is_dominant_source,acceptance_gap_status,acceptance_missing_count,h_sweep_present,full_tfe_stage_replacement,blocking_gap,notes
cylindrical_sharp,0.04,0.005,0.08,translational_position_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,2.0987261134988150e-12,4.1974522269976301e-13,0.0000000000000000e+00,0.0000000000000000e+00,5.8181004483590479e+00,6.3181004483590453e+00,stage_local_position_defect_weak_row,target_specified_formula_missing,False,False,True,5,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_position_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_sharp,0.04,0.005,0.08,rotational_lie_position_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,4.0770540060078537e-13,8.1541080120157065e-14,0.0000000000000000e+00,1.1102230246251565e-16,3.5582462154393748e+00,4.0582462154393673e+00,stage_local_lie_position_defect_weak_row,target_specified_formula_missing,False,False,True,6,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_lie_position_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_sharp,0.04,0.005,0.08,translational_velocity_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,1.5095603638199183e-10,3.0191207276398363e-11,0.0000000000000000e+00,0.0000000000000000e+00,4.4990415465999813e+00,4.9990415465999813e+00,stage_local_velocity_defect_weak_row,target_specified_formula_missing,False,False,True,2,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_velocity_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_sharp,0.04,0.005,0.08,angular_velocity_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,4.0499699757574996e-11,8.0999399515149981e-12,0.0000000000000000e+00,0.0000000000000000e+00,3.4184339082755275e+00,3.9184339082755280e+00,stage_local_angular_velocity_defect_weak_row,target_specified_formula_missing,False,False,True,3,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_angular_velocity_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_sharp,0.04,0.005,0.08,newton_euler_weak_balance,stage_local_source_removal_target_quantified_not_full_tfe,,12,36,3.8717700287821379e-10,7.7435400575642756e-11,0.0000000000000000e+00,1.1102230246251565e-16,4.4849781120410270e+00,4.9849781120410297e+00,stage_local_newton_euler_weak_balance_row,target_specified_formula_missing,False,False,True,1,True,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_newton_euler_weak_balance_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_sharp,0.04,0.005,0.08,lower_pair_index3_weak_constraints,stage_local_source_removal_target_quantified_not_full_tfe,,8,24,8.0062695186150196e-12,1.6012539037230039e-12,0.0000000000000000e+00,0.0000000000000000e+00,4.8311877994751757e+00,5.3311877994751766e+00,stage_local_lower_pair_index3_weak_constraint_row,target_specified_formula_missing,False,False,True,4,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_lower_pair_index3_weak_constraint_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.01,0.005,0.08,translational_position_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,2.0156987215905894e-16,2.0156987215905896e-17,0.0000000000000000e+00,0.0000000000000000e+00,6.7775075452015470e+00,7.2775075452015470e+00,stage_local_position_defect_weak_row,target_specified_formula_missing,False,False,True,6,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_position_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.01,0.005,0.08,rotational_lie_position_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,6.6315583019662129e-16,6.6315583019662126e-17,0.0000000000000000e+00,0.0000000000000000e+00,6.0787764824242458e+00,6.5787764824242441e+00,stage_local_lie_position_defect_weak_row,target_specified_formula_missing,False,False,True,5,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_lie_position_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.01,0.005,0.08,translational_velocity_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,4.9912597811200585e-15,4.9912597811200581e-16,0.0000000000000000e+00,0.0000000000000000e+00,6.8792067098140599e+00,7.3792067098140706e+00,stage_local_velocity_defect_weak_row,target_specified_formula_missing,False,False,True,2,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_velocity_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.01,0.005,0.08,angular_velocity_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,2.8555887982228038e-15,2.8555887982228039e-16,0.0000000000000000e+00,0.0000000000000000e+00,6.8545908825983100e+00,7.3545908825983171e+00,stage_local_angular_velocity_defect_weak_row,target_specified_formula_missing,False,False,True,3,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_angular_velocity_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.01,0.005,0.08,newton_euler_weak_balance,stage_local_source_removal_target_quantified_not_full_tfe,,12,36,1.2872618596325896e-14,1.2872618596325894e-15,0.0000000000000000e+00,2.2204460492503131e-16,6.8844202716479233e+00,7.3844202716479233e+00,stage_local_newton_euler_weak_balance_row,target_specified_formula_missing,False,False,True,1,True,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_newton_euler_weak_balance_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.01,0.005,0.08,lower_pair_index3_weak_constraints,stage_local_source_removal_target_quantified_not_full_tfe,,8,24,8.3336944176184350e-16,8.3336944176184345e-17,0.0000000000000000e+00,0.0000000000000000e+00,6.6789912791462269e+00,7.1789912791462305e+00,stage_local_lower_pair_index3_weak_constraint_row,target_specified_formula_missing,False,False,True,4,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_lower_pair_index3_weak_constraint_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.02,0.005,0.08,translational_position_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,2.3483019101945716e-14,3.3210004099438091e-15,0.0000000000000000e+00,2.2204460492503131e-16,6.7775075452015470e+00,7.2775075452015470e+00,stage_local_position_defect_weak_row,target_specified_formula_missing,False,False,True,6,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_position_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.02,0.005,0.08,rotational_lie_position_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,3.1022954958115621e-14,4.3873083646656762e-15,0.0000000000000000e+00,0.0000000000000000e+00,6.0787764824242458e+00,6.5787764824242441e+00,stage_local_lie_position_defect_weak_row,target_specified_formula_missing,False,False,True,5,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_lie_position_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.02,0.005,0.08,translational_velocity_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,5.9962141047612475e-13,8.4799273098462022e-14,0.0000000000000000e+00,2.2204460492503131e-16,6.8792067098140599e+00,7.3792067098140706e+00,stage_local_velocity_defect_weak_row,target_specified_formula_missing,False,False,True,2,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_velocity_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.02,0.005,0.08,angular_velocity_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,3.1419845740067829e-13,4.4434371973274442e-14,0.0000000000000000e+00,2.2204460492503131e-16,6.8545908825983100e+00,7.3545908825983171e+00,stage_local_angular_velocity_defect_weak_row,target_specified_formula_missing,False,False,True,3,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_angular_velocity_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.02,0.005,0.08,newton_euler_weak_balance,stage_local_source_removal_target_quantified_not_full_tfe,,12,36,1.5471313080088712e-12,2.1879740785581723e-13,0.0000000000000000e+00,2.2204460492503131e-16,6.8844202716479233e+00,7.3844202716479233e+00,stage_local_newton_euler_weak_balance_row,target_specified_formula_missing,False,False,True,1,True,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_newton_euler_weak_balance_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.02,0.005,0.08,lower_pair_index3_weak_constraints,stage_local_source_removal_target_quantified_not_full_tfe,,8,24,6.2735834700702391e-14,8.8721868280529951e-15,0.0000000000000000e+00,2.2204460492503131e-16,6.6789912791462269e+00,7.1789912791462305e+00,stage_local_lower_pair_index3_weak_constraint_row,target_specified_formula_missing,False,False,True,4,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_lower_pair_index3_weak_constraint_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.04,0.005,0.08,translational_position_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,2.4260053499381208e-12,4.8520106998762416e-13,0.0000000000000000e+00,0.0000000000000000e+00,6.7775075452015470e+00,7.2775075452015470e+00,stage_local_position_defect_weak_row,target_specified_formula_missing,False,False,True,6,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_position_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.04,0.005,0.08,rotational_lie_position_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,3.0297284732025815e-12,6.0594569464051627e-13,0.0000000000000000e+00,1.1102230246251565e-16,6.0787764824242458e+00,6.5787764824242441e+00,stage_local_lie_position_defect_weak_row,target_specified_formula_missing,False,False,True,5,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_lie_position_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.04,0.005,0.08,translational_velocity_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,6.9168014036452295e-11,1.3833602807290459e-11,0.0000000000000000e+00,0.0000000000000000e+00,6.8792067098140599e+00,7.3792067098140706e+00,stage_local_velocity_defect_weak_row,target_specified_formula_missing,False,False,True,2,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_velocity_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.04,0.005,0.08,angular_velocity_weak_defect,stage_local_source_removal_target_quantified_not_full_tfe,,6,18,3.8244641740572449e-11,7.6489283481144911e-12,0.0000000000000000e+00,2.2204460492503131e-16,6.8545908825983100e+00,7.3545908825983171e+00,stage_local_angular_velocity_defect_weak_row,target_specified_formula_missing,False,False,True,3,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_angular_velocity_defect_weak_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.04,0.005,0.08,newton_euler_weak_balance,stage_local_source_removal_target_quantified_not_full_tfe,,12,36,1.7968048482086888e-10,3.5936096964173770e-11,0.0000000000000000e+00,0.0000000000000000e+00,6.8844202716479233e+00,7.3844202716479233e+00,stage_local_newton_euler_weak_balance_row,target_specified_formula_missing,False,False,True,1,True,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_newton_euler_weak_balance_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
cylindrical_smooth,0.04,0.005,0.08,lower_pair_index3_weak_constraints,stage_local_source_removal_target_quantified_not_full_tfe,,8,24,8.7496564929361079e-12,1.7499312985872217e-12,0.0000000000000000e+00,0.0000000000000000e+00,6.6789912791462269e+00,7.1789912791462305e+00,stage_local_lower_pair_index3_weak_constraint_row,target_specified_formula_missing,False,False,True,4,False,full_stage_acceptance_gap_quantified_not_full_tfe,3,True,False,Derive `stage_local_lower_pair_index3_weak_constraint_row` as a stage-local weak/TFE row source and replace the current endpoint-boundary source seed before claiming full TFE stage replacement.,This row converts a verified endpoint-boundary source block into a concrete stage-local replacement target. It prioritizes the derivation work while deliberately preserving endpoint_boundary_source_removed=false and full_tfe_stage_replacement=false.
